Player ID,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty
,John Lynch,33,DEN,FS,15,15,1,2,0,2,10.0,3,0,0,0,0,2.0,66.0,49.0,17.0,3.0,0
,Donovan McNabb,28,PHI,QB,15,15,0,0,0,0,0.0,0,8,1,-6,0,0.0,0.0,0.0,0.0,0.0,0
,Joey Porter,27,PIT,ROLB,15,15,1,3,0,3,12.0,3,0,0,0,0,7.0,54.0,37.0,17.0,9.0,0
,Clinton Portis,23,WAS,RB,15,15,0,0,0,0,0.0,0,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Shelton Quarles,33,TAM,MLB,15,15,0,0,0,0,3.0,0,0,0,0,0,3.5,104.0,71.0,33.0,3.0,0
,Fred Robbins,27,NYG,RDT,15,15,1,13,0,13,2.0,2,0,0,0,0,5.0,45.0,36.0,9.0,11.0,0
,Richard Seymour,25,NWE,RDE,15,15,0,0,0,0,1.0,1,0,1,68,1,5.0,40.0,25.0,15.0,5.0,0
,Kevin Shaffer,24,ATL,LT,15,15,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Lito Sheppard,23,PHI,LCB,15,15,5,172,2,101,15.0,0,0,0,0,0,1.0,56.0,52.0,4.0,2.0,0
,Jeremy Shockey,24,NYG,TE,15,15,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Brian Simmons,29,CIN,RLB,15,15,2,61,1,50,4.0,3,0,1,18,0,1.0,107.0,76.0,31.0,2.0,0
,Emmitt Smith,35,ARI,RB,15,15,0,0,0,0,0.0,0,4,2,4,0,0.0,0.0,0.0,0.0,0.0,0
,Fred Smoot,25,WAS,RCB,15,15,3,17,0,17,13.0,2,0,1,0,0,0.0,61.0,55.0,6.0,2.0,0
,Shawn Springs,29,WAS,LCB,15,15,5,117,0,38,12.0,1,0,0,0,0,6.0,64.0,52.0,12.0,6.0,0
,Patrick Surtain,28,MIA,LCB,15,15,4,2,0,2,11.0,0,0,2,8,0,1.0,58.0,40.0,18.0,4.0,0
,LaDainian Tomlinson,25,SDG,RB,15,15,0,0,0,0,0.0,0,6,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Deshea Townsend,29,PIT,RCB,15,15,4,54,1,39,11.0,1,0,1,0,0,4.0,56.0,47.0,9.0,3.0,0
,Michael Vick,24,ATL,QB,15,15,0,0,0,0,0.0,0,16,4,-5,0,0.0,0.0,0.0,0.0,0.0,0
,Gary Walker,31,HOU,LDE,15,15,0,0,0,0,4.0,1,0,0,0,0,0.5,30.0,20.0,10.0,4.0,0
,Domanick Williams,24,HOU,RB,15,15,0,0,0,0,0.0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Jamal Williams,28,SDG,NT,15,15,0,0,0,0,4.0,0,0,0,0,0,4.0,32.0,25.0,7.0,4.0,0
,Brian Young,27,NOR,RDT,15,15,0,0,0,0,0.0,0,0,1,0,0,2.5,59.0,40.0,19.0,7.0,0
,Kevan Barlow,25,SFO,RB,15,14,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Dwayne Carswell,32,DEN,TE,15,14,0,0,0,0,0.0,0,0,1,0,0,0.0,,,,,0
,Corey Dillon,30,NWE,RB,15,14,0,0,0,0,0.0,0,5,1,0,0,0.0,,,,,0
,Anthony Henry,28,CLE,LCB,15,14,4,83,0,51,12.0,0,0,0,0,0,0.0,76.0,67.0,9.0,1.0,0
,Kevin Jones,22,DET,RB,15,14,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Brad Kassell,24,TEN,MLB,15,14,0,0,0,0,1.0,1,0,1,0,0,0.0,104.0,76.0,28.0,4.0,0
,Chris McAlister,27,BAL,LCB,15,14,1,51,1,51,9.0,0,0,2,65,1,0.0,46.0,42.0,4.0,2.0,0
,Rob Morris,29,IND,MLB,15,14,1,17,0,17,2.0,1,0,0,0,0,3.0,77.0,54.0,23.0,5.0,0
,Santana Moss,25,NYJ,WR,15,14,0,0,0,0,0.0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Hannibal Navies,27,GNB,LLB,15,14,0,0,0,0,0.0,0,0,0,0,0,0.5,47.0,37.0,10.0,4.0,0
,Keith Newman,27,MIN,LLB,15,14,0,0,0,0,3.0,0,0,0,0,0,3.5,48.0,36.0,12.0,4.0,0
,Orpheus Roye,31,CLE,RDT,15,14,0,0,0,0,5.0,0,0,0,0,0,1.0,38.0,30.0,8.0,3.0,0
,Amani Toomer,30,NYG,WR,15,14,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Eugene Wilson,24,NWE,FS,15,14,4,51,0,24,7.0,2,0,2,0,0,0.0,69.0,59.0,10.0,1.0,0
,Dallas Clark,25,IND,TE,15,13,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Desmond Clark,27,CHI,TE,15,13,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,William Green,25,CLE,RB,15,13,0,0,0,0,0.0,0,3,0,0,0,0.0,1.0,0.0,1.0,0.0,0
,Eric Parker,25,SDG,WR,15,13,0,0,0,0,0.0,0,5,4,-14,0,0.0,0.0,0.0,0.0,0.0,0
,Tommy Polley,26,STL,LLB,15,13,0,0,0,0,6.0,1,0,0,0,0,2.0,79.0,66.0,13.0,5.0,0
,Darren Sharper,29,GNB,FS,15,13,4,97,2,43,7.0,2,0,1,15,1,0.0,72.0,59.0,13.0,1.0,0
,Ryan Sims,24,KAN,LDT,15,13,0,0,0,0,0.0,0,0,0,0,0,2.0,15.0,13.0,2.0,5.0,0
,Daryl Smith,22,JAX,LLB,15,13,1,0,0,0,4.0,0,0,1,0,0,2.0,52.0,44.0,8.0,6.0,1
,Sean Taylor,21,WAS,FS,15,13,4,85,0,45,15.0,2,0,0,0,0,1.0,78.0,61.0,17.0,3.0,0
,Terreal Bierria,24,SEA,SS,15,12,1,10,0,10,5.0,1,0,0,0,0,0.0,75.0,52.0,23.0,1.0,0
,Kevin Mathis,30,ATL,RCB/LCB,15,12,2,101,2,66,8.0,0,0,0,0,0,0.0,65.0,60.0,5.0,1.0,0
,Kawika Mitchell,25,KAN,MLB,15,12,0,0,0,0,3.0,1,0,2,39,1,1.0,74.0,60.0,14.0,9.0,0
,Ryan Clark,25,WAS,SS,15,11,0,0,0,0,1.0,0,0,0,0,0,0.0,81.0,65.0,16.0,2.0,0
,Karlos Dansby,23,ARI,LLB,15,11,1,2,0,2,5.0,1,0,3,0,0,5.0,61.0,44.0,17.0,7.0,0
,Greg Favors,30,JAX,RDE,15,11,0,0,0,0,4.0,0,0,0,0,0,5.5,36.0,25.0,11.0,7.0,1
,Jared Allen,22,KAN,RDE,15,10,0,0,0,0,0.0,0,0,0,0,0,9.0,31.0,29.0,2.0,10.0,0
,Corey Bradford,29,HOU,WR,15,10,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Kris Mangum,31,CAR,TE,15,10,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Randall Gay,22,NWE,RCB,15,9,2,23,0,13,6.0,0,1,2,41,1,0.0,34.0,29.0,5.0,1.0,0
,Wayne Lucier,25,NYG,RG,15,9,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Joe Salave'a,29,WAS,LDT,15,9,0,0,0,0,2.0,1,0,0,0,0,2.0,20.0,17.0,3.0,4.0,0
,Steve Edwards,25,CHI,RG,15,8,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Langston Moore,23,CIN,DT,15,8,0,0,0,0,0.0,1,0,0,0,0,1.0,31.0,22.0,9.0,4.0,0
,Aaron Shea,28,CLE,TE,15,8,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0
,Duane Starks,30,ARI,LCB,15,8,3,46,1,41,12.0,1,0,2,2,0,1.0,58.0,53.0,5.0,1.0,0
,Nick Greisen,25,NYG,RLB,15,7,0,0,0,0,6.0,1,0,1,0,0,2.0,80.0,61.0,19.0,2.0,0
,Lance Legree,27,NYG,LDE,15,7,0,0,0,0,0.0,0,0,0,0,0,2.0,53.0,34.0,19.0,3.0,0
,Jerome Pathon,29,NOR,WR,15,7,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Fred Thomas,31,NOR,RCB,15,7,0,0,0,0,5.0,0,0,2,0,0,0.0,48.0,46.0,2.0,1.0,0
,Jerome Bettis,32,PIT,RB,15,6,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Dwaine Carpenter,28,SFO,LCB,15,6,1,31,0,31,5.0,1,0,1,80,1,2.0,55.0,50.0,5.0,3.0,0
,Kevin Kaesviharn,28,CIN,SS,15,6,0,0,0,0,8.0,0,0,1,3,1,0.0,66.0,50.0,16.0,2.0,0
,Donnie Nickey,24,TEN,SS,15,6,0,0,0,0,1.0,0,0,0,0,0,0.0,38.0,29.0,9.0,1.0,0
,Amos Zereoue,28,OAK,RB,15,6,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Tim Brown,38,TAM,WR,15,4,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Taylor Jacobs,23,WAS,WR,15,4,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,William Joseph,25,NYG,DT,15,4,0,0,0,0,2.0,0,0,0,0,0,2.0,33.0,27.0,6.0,12.0,0
,Terrance Shaw,31,MIN,DB,15,4,1,22,0,22,5.0,0,0,0,0,0,0.0,35.0,31.0,4.0,0.0,0
,Jerry DeLoach,27,HOU,DE,15,3,0,0,0,0,2.0,0,0,0,0,0,0.0,25.0,17.0,8.0,3.0,0
,Mario Edwards,29,TAM,DB,15,3,0,0,0,0,4.0,0,0,1,0,0,0.0,27.0,22.0,5.0,0.0,0
,Melvin Fowler,25,CLE,C,15,3,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Reggie Howard,27,MIA,DB,15,3,0,0,0,0,4.0,1,0,1,0,0,0.0,28.0,19.0,9.0,0.0,0
,Rien Long,23,TEN,DT,15,3,0,0,0,0,0.0,0,0,0,0,0,5.0,26.0,21.0,5.0,7.0,0
,Ernest Wilford,25,JAX,WR,15,3,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,4.0,1.0,0.0,0
,Anthony Hargrove,21,STL,DE,15,2,0,0,0,0,0.0,1,0,0,0,0,1.0,,,,,0
,Jason McKie,24,CHI,FB,15,2,0,0,0,0,0.0,0,1,0,0,0,0.0,5.0,4.0,1.0,0.0,0
,Keith Smith,24,DET,DB,15,2,1,2,0,2,4.0,1,0,0,0,0,0.0,39.0,31.0,8.0,0.0,0
,Karl Williams,33,ARI,WR,15,2,0,0,0,0,0.0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Gary Brackett,24,IND,LB,15,1,2,2,0,2,3.0,0,0,0,0,0,0.0,37.0,25.0,12.0,1.0,0
,Jason Fisk,32,SDG,DT,15,1,0,0,0,0,2.0,0,0,0,0,0,1.0,30.0,19.0,11.0,3.0,0
,Rich Gardner,23,TEN,DB,15,1,1,-1,0,-1,1.0,0,2,0,0,0,0.0,13.0,11.0,2.0,0.0,0
,Tommy Hendricks,26,JAX,LB,15,1,0,0,0,0,0.0,0,0,0,0,0,0.0,28.0,22.0,6.0,0.0,0
,Brian Howard,23,STL,DT,15,1,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,8.0,6.0,1.0,0
,Alex Lewis,23,DET,LB,15,1,1,33,0,33,3.0,0,0,0,0,0,2.0,59.0,44.0,15.0,3.0,0
,Jim Nelson,29,IND,LB,15,1,1,0,0,0,5.0,0,0,2,0,0,0.0,69.0,52.0,17.0,1.0,0
,Eric Ogbogu,29,DAL,DE,15,1,0,0,0,0,1.0,1,0,1,0,0,4.5,31.0,26.0,5.0,4.0,0
,Will Poole,23,MIA,DB,15,1,0,0,0,0,5.0,0,0,0,0,0,1.0,31.0,26.0,5.0,1.0,0
,Jacques Reeves,22,DAL,DB,15,1,0,0,0,0,2.0,0,0,1,0,0,0.0,28.0,25.0,3.0,1.0,0
,Benny Sapp,23,KAN,DB,15,1,1,0,0,0,5.0,1,0,0,0,0,0.0,16.0,15.0,1.0,0.0,0
,Charlie Anderson,23,HOU,LB,15,0,0,0,0,0,0.0,0,0,1,60,1,0.0,13.0,9.0,4.0,0.0,0
,Jesse Chatman,25,SDG,RB,15,0,0,0,0,0,0.0,0,1,0,0,0,0.0,10.0,9.0,1.0,0.0,0
,Kevin Curtis,26,STL,WR,15,0,0,0,0,0,0.0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0
,Keith Davis,26,DAL,DB,15,0,0,0,0,0,0.0,2,0,0,0,0,0.0,19.0,15.0,4.0,0.0,0
,Jared DeVries,28,DET,DE,15,0,0,0,0,0,1.0,1,0,0,0,0,3.0,25.0,16.0,9.0,2.0,0
,Omar Easy,27,KAN,FB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Heath Evans,26,SEA,FB,15,0,0,0,0,0,0.0,0,1,1,0,0,0.0,9.0,7.0,2.0,0.0,0
,Steve Gleason,27,NOR,DB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,7.0,2.0,0.0,0
,Travis Hall,32,ATL,DE,15,0,0,0,0,0,3.0,1,0,1,0,0,3.0,29.0,22.0,7.0,4.0,0
,Karl Hankton,34,CAR,WR,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,8.0,0.0,0.0,0
,Israel Idonije,24,CHI,DE,15,0,0,0,0,0,1.0,0,0,0,0,0,1.0,21.0,15.0,6.0,4.0,0
,Ade Jimoh,24,WAS,DB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,15.0,1.0,0.0,0
,Roger Knight,26,NOR,LB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,18.0,15.0,3.0,0.0,0
,Clint Kriewaldt,28,PIT,LB,15,0,0,0,0,0,0.0,1,0,0,0,0,0.5,18.0,11.0,7.0,1.0,0
,Joe Maese,26,BAL,LS,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0
,Marquand Manuel,25,SEA,DB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,19.0,12.0,7.0,0.0,0
,Brandon Mitchell,29,SEA,DE,15,0,0,0,0,0,1.0,0,0,0,0,0,1.0,16.0,13.0,3.0,2.0,0
,Mel Mitchell,25,NOR,DB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,25.0,23.0,2.0,0.0,0
,Dave Moore,35,TAM,TE,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Maurice Morris,25,SEA,RB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,5.0,1.0,0.0,0
,Harold Morrow,31,BAL,FB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,10.0,1.0,0.0,0
,J.J. Moses,25,HOU,WR,15,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Terry Pierce,23,DEN,LB,15,0,0,0,0,0,1.0,1,0,0,0,0,0.0,6.0,5.0,1.0,0.0,0
,Terdell Sands,25,OAK,DT,15,0,0,0,0,0,2.0,0,0,0,0,0,0.0,22.0,17.0,5.0,1.0,0
,Corey Sears,31,HOU,DE,15,0,0,0,0,0,1.0,0,0,0,0,0,0.0,10.0,5.0,5.0,1.0,0
,Siddeeq Shabazz,23,ATL,DB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,9.0,2.0,0.0,0
,Ben Steele,26,GNB,TE,15,0,0,0,0,0,0.0,0,0,1,0,0,0.0,15.0,12.0,3.0,0.0,0
,Russell Stuvaints,24,PIT,DB,15,0,0,0,0,0,4.0,0,0,1,24,1,0.0,37.0,29.0,8.0,1.0,0
,Mike Vanderjagt,34,IND,K,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Jimmy Wilkerson,23,KAN,DE,15,0,0,0,0,0,0.0,0,0,0,0,0,0.5,11.0,8.0,3.0,1.0,0
,Phillip Buchanon,24,OAK,LCB,14,14,3,69,1,23,9.0,0,2,2,0,0,0.0,59.0,50.0,9.0,1.0,0
,Marc Bulger,27,STL,QB,14,14,0,0,0,0,0.0,0,5,0,0,0,0.0,,,,,0
,Duane Clemons,30,CIN,LDE,14,14,0,0,0,0,1.0,2,0,0,0,0,6.5,50.0,32.0,18.0,9.0,0
,Alge Crumpler,27,ATL,TE,14,14,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Na'il Diggs,26,GNB,RLB,14,14,0,0,0,0,0.0,0,0,0,0,0,1.0,80.0,61.0,19.0,12.0,0
,Marshall Faulk,31,STL,RB,14,14,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Kelly Gregg,28,BAL,NT,14,14,0,0,0,0,1.0,1,0,1,0,0,1.5,61.0,44.0,17.0,3.0,0
,Carlos Hall,25,TEN,RDE,14,14,0,0,0,0,1.0,0,0,1,0,0,2.5,41.0,26.0,15.0,7.0,0
,Nick Hardwick,23,SDG,C,14,14,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Nick Harper,30,IND,LCB,14,14,3,12,0,12,8.0,0,0,1,15,0,0.0,77.0,58.0,19.0,1.0,0
,Matt Hasselbeck,29,SEA,QB,14,14,0,0,0,0,0.0,0,5,2,-8,0,0.0,0.0,0.0,0.0,0.0,0
,E.J. Henderson,24,MIN,MLB,14,14,0,0,0,0,3.0,1,0,0,0,0,1.0,94.0,66.0,28.0,9.0,0
,Jeno James,27,MIA,LG,14,14,0,0,0,0,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0
,Thomas Jones,26,CHI,RB,14,14,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Jevon Kearse,28,PHI,LDE,14,14,0,0,0,0,6.0,2,0,1,0,0,7.5,31.0,27.0,4.0,6.0,0
,Eddie Kennison,31,KAN,WR,14,14,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Byron Leftwich,24,JAX,QB,14,14,0,0,0,0,0.0,0,5,3,0,0,0.0,0.0,0.0,0.0,0.0,0
,Deuce McAllister,26,NOR,RB,14,14,0,0,0,0,0.0,0,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Damion McIntosh,27,MIA,LT,14,14,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Kenny Mixon,29,MIN,LDE,14,14,0,0,0,0,2.0,0,0,0,0,0,2.5,46.0,28.0,18.0,3.0,0
,Terrell Owens,31,PHI,WR,14,14,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Jeff Saturday,29,IND,C,14,14,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Derek Smith,29,SFO,MLB,14,14,0,0,0,0,3.0,0,0,2,46,1,1.5,110.0,80.0,30.0,5.0,0
,John St. Clair,27,MIA,RT,14,14,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Fred Taylor,28,JAX,RB,14,14,0,0,0,0,0.0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Orlando Brown,34,BAL,RT,14,13,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Kerry Collins,32,OAK,QB,14,13,0,0,0,0,0.0,0,7,3,-21,0,0.0,0.0,0.0,0.0,0.0,0
,Chris Draft,28,ATL,MLB,14,13,1,33,0,33,3.0,1,0,0,0,0,0.0,57.0,42.0,15.0,2.0,0
,Cory Hall,28,ATL,FS,14,13,0,0,0,0,2.0,0,0,1,0,0,0.0,53.0,42.0,11.0,2.0,0
,Josh McCown,25,ARI,QB,14,13,0,0,0,0,0.0,0,12,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Ben Roethlisberger,22,PIT,QB,14,13,0,0,0,0,0.0,0,2,0,-6,0,0.0,0.0,0.0,0.0,0.0,0
,Ian Scott,23,CHI,RDT,14,13,0,0,0,0,3.0,0,0,1,9,0,2.0,45.0,35.0,10.0,9.0,0
,Mark Simoneau,27,PHI,LLB/MLB,14,13,0,0,0,0,1.0,1,0,1,7,0,1.5,49.0,34.0,15.0,3.0,0
,Jermaine Wiggins,29,MIN,TE,14,13,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Anthony Adams,24,SFO,LDT,14,12,0,0,0,0,2.0,1,0,0,0,0,0.0,48.0,41.0,7.0,6.0,0
,Howard Green,25,NOR,LDT,14,12,0,0,0,0,0.0,1,0,0,0,0,0.0,28.0,18.0,10.0,1.0,0
,Kindal Moorehead,26,CAR,RDT,14,12,1,17,1,17,4.0,0,0,1,0,0,2.0,38.0,31.0,7.0,7.0,0
,Tutan Reyes,27,CAR,RG/LG,14,12,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Antoine Winfield,27,MIN,LCB,14,12,3,89,0,56,8.0,3,0,1,0,0,0.0,88.0,72.0,16.0,3.0,0
,Mike Alstott,31,TAM,FB,14,11,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Ahmad Carroll,21,GNB,LCB,14,11,1,0,0,0,8.0,0,0,1,40,1,2.0,49.0,46.0,3.0,5.0,0
,Robert Thomas,24,STL,MLB,14,11,0,0,0,0,1.0,0,0,0,0,0,0.0,56.0,41.0,15.0,3.0,0
,Marques Anderson,25,OAK,SS,14,10,1,23,0,23,2.0,1,0,2,0,0,0.0,74.0,56.0,18.0,2.0,0
,Mark Fields,32,CAR,LLB,14,10,1,14,0,14,3.0,1,0,1,0,0,4.0,62.0,50.0,12.0,10.0,0
,Chris Hoke,28,PIT,NT,14,10,0,0,0,0,0.0,0,0,0,0,0,1.0,39.0,22.0,17.0,4.0,0
,Jamie Winborn,25,SFO,RLB,14,10,1,1,0,1,8.0,2,0,2,10,0,4.5,63.0,54.0,9.0,5.0,0
,William Bartee,27,KAN,RCB,14,9,0,0,0,0,7.0,0,0,0,0,0,1.5,46.0,40.0,6.0,1.0,0
,Napoleon Harris,25,OAK,RLB,14,9,0,0,0,0,1.0,0,0,0,0,0,0.0,61.0,47.0,14.0,4.0,0
,Brad Hoover,28,CAR,FB,14,9,0,0,0,0,0.0,0,0,2,0,0,0.0,3.0,3.0,0.0,0.0,0
,Robert Royal,25,WAS,TE,14,9,0,0,0,0,1.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Orlando Ruff,28,NOR,MLB,14,8,1,0,0,0,3.0,0,0,0,0,0,0.0,79.0,58.0,21.0,1.0,0
,Randy Starks,21,TEN,RDT,14,8,0,0,0,0,3.0,1,0,2,0,0,4.5,28.0,17.0,11.0,4.0,0
,Rex Hadnot,22,MIA,RG,14,7,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Ben Troupe,22,TEN,TE,14,7,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Shad Meier,26,TEN,TE,14,6,0,0,0,0,0.0,0,1,1,0,0,0.0,2.0,2.0,0.0,0.0,0
,Bryan Thomas,25,NYJ,RDE,14,6,0,0,0,0,1.0,0,0,0,0,0,1.5,43.0,28.0,15.0,6.0,0
,Barry Gardner,28,CLE,MLB,14,5,1,30,0,30,2.0,0,0,1,0,0,0.0,41.0,26.0,15.0,0.0,0
,Artrell Hawkins,28,CAR,DB,14,4,1,9,0,9,6.0,3,1,0,0,0,0.0,29.0,24.0,5.0,3.0,0
,Patrick Pass,27,NWE,FB,14,4,0,0,0,0,0.0,0,1,0,0,0,0.0,12.0,12.0,0.0,0.0,0
,Rashad Baker,22,BUF,DB,14,3,1,26,0,26,2.0,1,0,0,0,0,0.0,23.0,14.0,9.0,0.0,0
,Aaron Beasley,31,ATL,DB,14,3,4,115,0,85,7.0,2,0,0,0,0,1.0,24.0,21.0,3.0,2.0,0
,Steven Jackson,21,STL,RB,14,3,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Kyle Johnson,26,DEN,RB,14,3,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,7.0,2.0,0.0,0
,Ma'ake Kemoeatu,25,BAL,DT,14,3,0,0,0,0,0.0,0,0,0,0,0,0.0,28.0,20.0,8.0,0.0,0
,LeVar Woods,26,ARI,LB,14,3,0,0,0,0,1.0,0,0,1,0,0,0.0,32.0,24.0,8.0,2.0,0
,Vernon Carey,23,MIA,T,14,2,0,0,0,0,,0,0,1,0,0,0.0,,,,,0
,Ron Dayne,26,NYG,RB,14,2,0,0,0,0,0.0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0
,Jeff Dugan,23,MIN,TE,14,2,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Corey Fuller,33,BAL,DB,14,2,0,0,0,0,0.0,0,0,0,0,0,0.0,23.0,17.0,6.0,4.0,0
,Saleem Rasheed,23,SFO,LB,14,2,0,0,0,0,2.0,1,0,1,0,0,0.0,27.0,21.0,6.0,0.0,0
,DeQuincy Scott,26,SDG,DT,14,2,0,0,0,0,2.0,0,0,0,0,0,1.5,19.0,14.0,5.0,6.0,0
,Ron Warner,29,WAS,DE,14,2,1,39,0,39,1.0,0,0,0,0,0,3.5,12.0,9.0,3.0,6.0,0
,Rocky Bernard,25,SEA,DT,14,1,0,0,0,0,6.0,0,0,1,0,0,3.5,39.0,26.0,13.0,5.0,0
,Jared Clauss,23,TEN,DT,14,1,0,0,0,0,1.0,0,0,0,0,0,0.0,7.0,4.0,3.0,1.0,0
,Kevin Garrett,24,STL,DB,14,1,0,0,0,0,4.0,0,0,0,0,0,0.0,21.0,16.0,5.0,2.0,0
,Robert Geathers,21,CIN,DE,14,1,1,36,1,36,6.0,1,0,0,0,0,3.5,16.0,9.0,7.0,3.0,0
,Arlen Harris,24,STL,RB,14,1,0,0,0,0,0.0,0,1,0,0,0,0.0,5.0,4.0,1.0,0.0,0
,Raylee Johnson,34,DEN,DE,14,1,0,0,0,0,1.0,1,0,0,0,0,1.0,12.0,6.0,6.0,1.0,0
,Todd McMillon,31,CHI,DB,14,1,0,0,0,0,1.0,0,0,2,0,0,0.0,18.0,14.0,4.0,0.0,0
,Antwan Peek,25,HOU,LB,14,1,1,20,0,20,1.0,1,0,1,66,1,2.0,20.0,15.0,5.0,2.0,0
,J.R. Reed,22,PHI,DB,14,1,0,0,0,0,1.0,0,0,0,0,0,0.0,24.0,23.0,1.0,1.0,0
,Robert Reynolds,23,TEN,LB,14,1,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,7.0,7.0,0.0,0
,Dario Romero,26,MIA,DT,14,1,0,0,0,0,1.0,0,0,0,0,0,3.5,21.0,15.0,6.0,4.0,0
,T.J. Slaughter,27,BAL,LB,14,1,0,0,0,0,0.0,1,0,0,0,0,0.0,11.0,10.0,1.0,0.0,0
,R-Kal Truluck,30,GNB,DE,14,1,0,0,0,0,0.0,0,0,0,0,0,2.5,13.0,12.0,1.0,2.0,0
,Michael Turner,22,SDG,RB,14,1,0,0,0,0,0.0,0,1,0,0,0,0.0,2.0,2.0,0.0,0.0,0
